Node,x,y
206,432.1900024,754.6546745
207,419.7948,748.5635556
208,417.892228,753.5646636
209,434.1411133,758.8502197
210,435.2216034,762.3847961
211,426.4564056,753.9732742
212,426.0731964,749.956955
213,413.701112,763.2346636
214,410.6851959,757.5539551
215,416.8376,749.1102356
216,425.669092,757.0478636
217,439.6528015,752.8698769
218,452.9196014,809.5459976
219,457.6531982,818.8391953
220,453.2299957,826.2695923
221,461.2687988,819.3611984
222,494.4291992,829.1291962
223,470.6515961,837.9379959
224,469.5980072,822.221199
225,483.1148071,817.8363953
226,477.1419983,830.2775955
227,474.8847961,812.0803986
228,483.9504089,836.4655991
229,490.8039856,818.895195
230,472.0283966,830.6991959
231,464.178404,832.0869676
232,460.4888,799.1007919
233,479.7203979,820.9263992
234,465.8468018,806.7079926
235,486.2591858,822.8295975
236,467.7723999,835.2883987
237,465.6564026,813.9255981
238,462.0563965,808.5591965
239,472.2028046,806.5567932
240,438.6300049,694.6446762
241,438.4723969,696.0179958
242,440.1712036,690.8635559
243,429.8155975,712.5158758
244,427.5767975,710.8391151
245,433.4147949,710.4081955
246,421.7624054,699.5263557
247,425.5868073,706.134676
248,425.530808,708.6316356
249,433.3343964,708.1091156
250,427.4987946,718.0346636
251,423.1199951,712.1379957
252,423.8011932,714.0807958
253,418.824416,710.6491156
254,417.7400055,709.1001158
255,416.831604,710.725956
256,424.592408,718.7468836
257,426.021196,719.7291076
258,425.8824,717.6602316
259,426.2855988,722.2902195
260,435.0868073,707.3935556
261,434.2976074,718.1046636
262,435.4635925,712.8657155
263,432.7124023,707.5968752
264,436.3332062,701.0124359
265,440.1499939,712.7413158
266,438.0368042,713.7903557
267,431.3244019,714.1957555
268,455.8312073,707.8879957
269,459.5155945,714.3257556
270,453.8356018,707.1357555
271,448.8076019,710.716876
272,450.1699982,703.3179951
273,443.4875946,701.7757549
274,443.8000031,706.0179958
275,442.7276001,694.4813156
276,442.0375977,701.1613159
277,449.9243927,690.0568752
278,445.8099976,707.4046755
279,452.8623962,694.1835556
280,445.9967957,692.0313148
281,430.7032013,724.6391158
282,427.5399933,720.4479956
283,422.9376068,705.8524361
284,12.7088013,485.7191925
285,429.234404,738.5635556
286,423.646804,742.5885556
287,425.8003998,741.006115
288,432.4788055,745.8257561
289,427.827608,737.2568756
290,427.3652039,685.5435562
291,433.685196,694.4277156
292,435.6412048,684.2340355
293,428.7236023,681.4128761
294,430.808,683.8087156
295,428.7487946,691.1601562
296,445.1999969,761.9839973
297,442.9611969,756.1151161
298,442.4716034,770.1319962
299,442.103608,753.7215956
300,445.1900024,756.0065155
301,440.2532043,778.5463943
302,439.857605,758.6749153
303,468.2543945,690.3991165
304,448.3710357,758.9049683
305,418.4933332,744.3257732
306,470.25,743.9867954
307,497.1700134,784.0847931
308,499.9043884,812.9947968
309,481.8443909,768.3779945
310,489.0768127,776.9691963
311,461.1735992,740.3805561
312,502.4020081,838.2735977
313,452.816804,751.8494756
314,496.2232056,793.6695938
315,493.96521,786.2203979
316,464.0623932,756.6602364
317,466.3343964,739.6068764
318,460.484,763.7087956
319,457.3811951,740.3414364
320,501.9468079,808.0667953
321,472.4472046,750.806076
322,498.9031982,839.0731964
323,470.9788055,748.5579948
324,483.1359863,772.3675957
325,500.2752075,819.4019928
326,474.7955933,757.923996
327,470.3135986,764.8771973
328,457.515268,762.6497516
329,532.9844055,781.3703957
330,456.7400055,757.7757568
331,459.1676025,740.8713951
332,483.8272095,769.3835945
333,498.7331848,795.1835937
334,456.7467957,760.5423965
335,473.8312072,763.2039948
336,455.5068054,742.0591164
337,437.5104065,793.3727951
338,420.310808,798.6471956
339,421.8972,795.8279956
340,429.6840057,786.8131943
341,420.4400024,807.583992
342,434.3388062,779.1167946
343,428.662796,803.3763962
344,424.4107971,787.0511932
345,445.066803,780.567997
346,450.6511993,768.6271973
347,451.0303955,775.782795
348,451.0988,766.9895956
349,453.2723999,768.8879967
350,463.831604,777.5535956
351,455.1544037,787.1567993
352,443.6867981,775.8499947
353,446.7420044,784.6583939
354,442.1452215,773.0127869
355,446.7644043,770.7887955
356,447.7164001,778.4199944
357,468.1911926,777.1995964
358,488.5296021,802.7663956
359,472.194397,790.5835953
360,478.1932068,794.3727951
361,470.1123962,789.2835922
362,473.633194,795.4679947
363,491.2879944,800.8551941
364,478.4992065,803.8155975
365,475.1672058,800.6391983
366,478.3164063,786.842392
367,482.3612061,796.6355972
368,456.8948059,779.659996
369,458.357605,786.0423965
370,482.1752014,807.9959946
371,458.607605,791.1823959
372,457.4176025,791.2747955
373,461.6880035,781.5687942
374,453.6248016,782.2299957
375,454.3451996,784.5103989
376,450.6511993,792.8927994
377,435.6728058,768.6211967
378,103.6292038,824.717598
379,84.1407928,793.9147949
380,101.5422222,843.9868845
381,87.857605,830.8115921
382,83.9776,809.0236036
383,122.5255966,843.7027969
384,115.4432,832.4919956
385,104.7888031,818.5687942
386,116.2460022,831.2123947
387,96.5703964,840.8799973
388,84.0603943,821.9771957
389,83.6473593,812.8228893
390,124.2511978,844.1295929
391,101.4039993,841.1027985
392,124.618924,837.3424556
393,105.0360031,847.8763885
394,106.4036026,804.5487976
395,93.8145473,834.201416
396,135.3616028,829.4059982
397,148.6684036,820.1575928
398,140.1095963,813.232399
399,121.779196,823.1807956
400,202.9932003,780.5199966
401,200.7358799,767.0543938
402,113.8840027,844.737999
403,237.5939198,793.5831985
404,227.6218801,758.7307167
405,235.02108,754.3428764
406,138.279196,950.2423996
407,140.9692,972.9519956
408,236.0243206,758.3859138
409,261.8055992,776.5375938
410,249.4280396,773.7447968
411,257.3435593,772.9883957
412,148.7127991,822.7987976
413,158.6767998,833.3183975
414,166.9644012,847.2543945
415,168.0075989,834.1675949
416,173.8652,892.5955956
417,168.7812004,900.6324005
418,136.4515991,941.5491943
419,134.7164001,941.2079926
420,144.8124,909.4232036
421,151.6243973,918.7711945
422,147.5619965,917.0780029
423,138.8611984,896.7783966
424,170.6024017,916.6747894
425,155.3443985,918.6031952
426,160.0023994,920.7888031
427,157.332633,904.9129257
428,166.7515984,912.7671967
429,158.2532005,918.2611999
430,162.885601,920.2068024
431,119.8476028,907.3323975
432,126.4664001,894.4219971
433,194.9204006,776.4959946
434,197.6120396,768.2615967
435,168.7644005,782.5499954
436,170.3815994,787.2975922
437,184.56652,772.4327956
438,181.8996391,784.7575989
439,161.3695984,790.3871994
440,181.243721,801.2355957
441,195.4356403,768.9951973
442,160.3012009,773.8079948
443,172.9276009,799.098793
444,217.153044,754.5255165
445,221.8344001,757.1571159
446,221.5127,746.356596
447,140.8143997,859.1383972
448,124.4944,861.1419983
449,166.904,860.5731956
450,116.316804,849.7983996
451,159.5775986,876.6351929
452,168.0329514,881.6040497
453,148.5780029,866.9843903
454,155.5808029,854.0688019
455,131.9263992,860.7611999
456,201.30264,941.5951996
457,202.7228394,942.2735901
458,268.5348,779.6439956
459,139.930396,833.9795996
460,147.6164017,822.8639984
461,148.272796,843.8791956
462,157.2835999,859.4039917
463,164.8423996,854.6319885
464,102.1508026,829.7179947
465,202.457,781.2863956
466,220.0904,792.662796
467,232.9414797,798.5931931
468,221.926556,820.859993
469,231.3104401,829.8611984
470,226.2628798,840.3911972
471,210.76408,834.7431946
472,213.3167601,836.461998
473,208.3232803,823.1695938
474,173.6348,829.6315918
475,196.4977608,836.5079956
476,196.3997993,809.3847961
477,195.5150394,813.7839966
478,270.134,687.7082356
479,273.3520012,652.8991928
480,333.8107986,664.0527954
481,331.259201,647.9595947
482,334.505996,648.4855956
483,331.7276001,657.9615974
484,335.781996,665.0871956
485,332.1780014,653.2179947
486,333.9308014,654.1419983
487,361.1192017,707.6829557
488,254.46576,666.7259956
489,245.1562405,676.4731941
490,244.93516,678.0587956
491,341.3000031,681.8557167
492,333.7928009,674.8627968
493,355.709198,699.5961552
494,359.1488037,711.8120356
495,356.205992,692.5019156
496,353.4700012,689.1481152
497,346.427597,687.3627968
498,343.7564011,691.8702755
499,360.7084045,704.1499157
500,362.3771973,698.2279148
501,362.9075928,695.840435
502,270.2224,654.3807996
503,269.58132,652.5159956
504,278.9588013,649.5471954
505,293.24,655.6291068
506,303.732399,651.3879929
507,286.9656,627.7103956
508,284.5459976,627.9523926
509,280.6236,626.6531982
510,286.3535995,622.369194
511,287.3328018,619.2867966
512,255.9115601,874.7052002
513,244.1575603,869.8699951
514,276.5872002,874.5991974
515,266.4323997,868.7944031
516,258.4987984,886.9247894
517,252.5150414,857.7603912
518,270.0796013,869.243988
519,250.66436,866.7743988
520,267.9000015,875.4279938
521,273.8695984,877.6419983
522,260.0740013,857.8531952
523,206.7039204,836.7819977
524,258.0726814,895.8631897
525,261.5568008,899.2723999
526,309.5039978,845.9547958
527,340.4876022,845.130394
528,328.7132034,854.7055969
529,322.684,850.3343956
530,315.8575974,850.7879944
531,221.6178319,860.4635925
532,219.655444,858.4235992
533,223.8879559,859.342392
534,232.4878798,861.9427948
535,210.9903202,883.1604004
536,203.8606796,877.8847961
537,214.71312,866.7671967
538,226.93296,879.8743916
539,320.5823975,760.0783958
540,316.714798,812.7639923
541,348.387207,800.5859985
542,350.654007,772.1439972
543,340.6067963,758.369236
544,212.12548,840.0659956
545,210.1510401,835.139595
546,274.4595985,820.8063965
547,239.4880409,845.9123993
548,282.3580017,849.7207947
549,206.5288401,866.0411987
550,192.48756,876.3183916
551,206.2823601,867.8059998
552,178.6436005,880.235199
553,210.2220402,851.2388
554,195.11192,876.4075916
555,220.169544,849.2819996
556,385.6587982,798.3903961
557,390.2783966,829.5687942
558,388.271196,818.9111956
559,390.7867737,813.1537399
560,392.928404,830.8083956
561,359.5003967,854.0075989
562,358.871994,849.4507904
563,390.2456055,792.5807953
564,401.8507996,794.7487946
565,399.5740051,775.1967964
566,400.8675995,777.789196
567,394.1555939,784.6999969
568,402.9716034,783.7831955
569,396.433196,780.8947956
570,373.1287994,717.2753716
571,367.3755951,710.0275955
572,394.2543945,695.3695164
573,393.2044067,707.8655558
574,385.1884,727.8218356
575,375.5652008,692.2226753
576,393.208404,685.9989556
577,387.6040039,730.5501957
578,368.7548065,704.3985558
579,375.4915924,725.0004754
580,366.9783936,695.2675552
581,371.1000061,716.2584395
582,381.887704,705.2574356
583,366.6996002,701.5115547
584,379.4503937,736.3825951
585,391.0800018,712.9226756
586,384.5895996,724.1766758
587,383.8083954,697.5000362
588,393.4259949,712.3455558
589,391.5852051,685.847435
590,377.9572,717.5814956
591,386.8244019,700.100235
592,388.9272003,685.0009155
593,393.7084045,704.2279558
594,386.6647949,715.3417954
595,369.6719971,695.9355564
596,396.6988068,721.8702197
597,399.3132019,716.6457715
598,399.3011932,721.5824397
599,406.3507996,720.7346596
600,403.4512024,724.2257557
601,394.516404,724.9632756
602,393.5200043,717.8335516
603,392.714798,719.4822396
604,402.9167938,720.3938196
605,400.158888,725.4502196
606,400.7924042,722.7702196
607,393.8733332,713.3835512
608,394.2252045,728.6647158
609,397.6316071,729.4386759
610,408.170744,741.2482476
611,400.3227997,734.559556
612,415.9284058,744.5132751
613,390.2108002,757.4429169
614,390.0977776,754.680218
615,386.0023956,755.8991165
616,387.694397,754.719677
617,403.1468048,732.1846752
618,402.902224,739.8324396
619,399.5655975,729.195756
620,402.1623993,736.6935558
621,392.8639984,728.7332754
622,393.7570877,740.393692
623,394.633606,748.3714752
624,390.9615936,730.9906759
625,394.3047943,735.3600359
626,393.2940063,732.9235954
627,395.6291962,739.1153164
628,417.8175964,727.959116
629,418.1356049,719.8602196
630,415.0933333,736.33244
631,409.7288055,722.4184196
632,416.051192,729.7079956
633,414.8933332,729.0257732
634,422.253328,731.8555396
635,413.7915955,701.8338356
636,414.3507996,711.1881552
637,417.4611969,720.1252196
638,411.0424042,705.7479954
639,416.6932068,717.7079957
640,412.2779999,712.5688357
641,415.017592,705.6213556
642,411.8999939,702.8368359
643,408.612793,713.0650754
644,410.36,749.6246624
645,409.075608,739.8679956
646,414.1531982,750.020916
647,392.3892059,744.0921154
648,395.0296021,737.1733952
649,407.0516052,494.8155975
650,383.4235992,823.3331985
651,376.8784027,810.6851959
652,373.3728027,824.0703964
653,378.7855988,802.7979965
654,361.3587952,820.2291946
655,381.785202,804.636795
656,365.0971985,811.5759964
657,372.4803925,801.5099945
658,368.2731934,807.609993
659,367.1732025,827.874794
660,361.6855927,828.0919952
661,378.4075928,799.1547928
662,361.6855927,827.147995
663,383.6531982,817.9847946
664,381.1443939,806.8711929
665,368.739592,826.7091996
666,379.668396,820.4531937
667,369.7404022,820.9003983
668,376.2268066,825.9011993
669,375.7019958,802.5691986
670,365.6215973,831.8527985
671,372.6044,805.2103956
672,362.1268005,816.1067963
673,376.7084045,813.5227966
674,370.7599945,827.1547928
675,365.5968018,821.4251938
676,360.8643951,823.9131927
677,375.8704071,817.4567947
678,382.0787964,811.3915939
679,371.0036,803.0451956
680,409.71904,796.5523676
681,409.9555969,805.9691925
682,384.555604,786.5503916
683,389.726808,776.2323956
684,382.6304,791.2959996
685,375.621596,784.4771956
686,369.867204,779.7735956
687,361.991592,769.9803956
688,367.266008,767.3835956
689,372.703996,771.8719956
690,372.284804,782.1143956
691,371.6456,769.4599956
692,382.528396,752.6710756
693,377.005996,755.7251156
694,383.594804,757.5785156
695,402.5224,754.4204356
696,402.695604,758.3246756
697,400.803208,750.1065156
698,397.6532,754.8579956
699,401.780396,756.6149556
700,399.298004,760.6935956
701,398.188004,750.0008756
702,405.840804,764.8135956
703,398.1416,764.6627956
704,402.593596,768.2855956
705,403.309996,773.3967956
706,396.081208,769.9547956
707,401.582796,763.0619956
708,402.021196,768.9155956
709,387.1976,769.8875956
710,387.2011112,768.4635512
711,391.0412,760.4655956
712,383.544008,776.6711956
713,394.735596,761.0787956
714,395.240004,764.3283956
715,392.383604,769.5607956
716,404.894804,777.3383956
717,420.8119965,771.1679955
718,418.785202,791.9523926
719,420.0536041,782.4623947
720,420.4032,776.5479956
721,416.6051941,786.2855988
722,348.0455933,859.0547943
723,338.2452011,859.3483887
724,351.2375946,859.6803894
725,339.7612,859.2511902
726,348.4588013,858.636795
727,363.429992,777.4179956
728,407.9644012,781.2663956
729,409.040804,764.8839956
730,412.9328,776.2579956
731,411.1732025,771.5251961
732,412.4411926,785.7867966
733,367.8856049,618.825592
734,377.8211975,594.982399
735,368.0576019,687.6443558
736,376.3688049,607.3887939
737,374.0796051,604.6443939
738,375.047196,611.1447996
739,370.964798,616.7163925
740,374.217192,605.7427996
741,384.9924011,684.7824364
742,352.2935944,654.1079941
743,375.1252,682.9643156
744,374.6620026,606.8047943
745,393.1316071,790.8915939
746,395.2984009,792.833992
747,404.7064056,804.5559921
748,410.633606,813.3879929
749,397.4488068,833.4611969
750,407.1407928,814.2527924
751,397.2723999,815.0623932
752,408.7140045,829.9903946
753,408.1011963,807.1179962
754,398.2844444,823.8479956
755,403.142395,815.8731918
756,410.8132019,811.0507965
757,405.8708038,817.1579971
758,403.2395935,804.8595963
759,404.9523926,743.9437962
760,404.0171967,755.1503143
761,407.6564026,749.4965954
762,409.858796,753.7046756
763,409.9400024,757.7510757
764,380.5124054,851.4883881
765,367.9288025,860.6295929
766,367.594804,842.7099996
767,367.7888031,869.4227905
768,371.916,849.7555996
769,373.414796,872.5235916
770,383.317596,861.5959916
771,379.255204,867.1219956
772,375.081604,861.4895935
773,371.142395,838.3131943
774,383.907592,834.7663956
775,373.1696014,828.135994
776,382.9400024,839.8411942
777,366.8524017,834.6779938
778,374.427597,876.6735992
779,371.5756073,880.3119965
780,378.8408051,877.6159973
781,379.826004,884.188797
782,383.9803925,878.6667938
783,373.8728027,892.8371887
784,371.7160034,883.9743958
785,407.7108002,835.2319946
786,387.846404,805.9935996
787,364.6047974,698.1093559
788,399.2736053,800.7443924
789,389.437608,796.5155956
790,390.2912,803.6511996
791,389.6188049,794.4011993
792,412.6808014,788.3587952
793,414.6524048,804.4723968
794,307.0943985,430.444397
795,306.0627975,433.3939819
796,293.802803,443.8608093
797,294.2695999,446.0543823
798,299.031601,437.2279968
799,293.7188034,440.8323975
800,297.6243973,437.0892029
801,278.3332,357.3980116
802,282.97,372.0960076
803,281.8104,367.8135996
804,285.7816,375.8815916
805,285.267196,373.4159836
806,276.2435989,370.6391907
807,291.7427979,412.3580017
808,294.014801,407.8544006
809,287.0283966,320.4920044
810,306.822404,310.2359916
811,283.1012,334.4575796
812,294.6147995,352.3119812
813,319.0579987,289.6080017
814,294.0187988,366.2008057
815,329.5703964,280.1759949
816,299.2671967,357.5068054
817,346.5444031,293.7919922
818,334.8115997,295.6480103
819,314.8132019,323.6820068
820,302.0895996,371.805603
821,316.4968033,301.3959961
822,305.678,300.1359876
823,302.0871964,306.2640076
824,336.3835983,275.3160095
825,297.108,305.1999876
826,322.197998,315.7919922
827,292.0067978,310.6239929
828,322.740799,283.1839905
829,303.974,313.5839836
830,316.290802,278.0599976
831,323.9568024,274.1159973
832,323.0795975,329.4067993
833,303.7480011,360.8771973
834,350.5224,258.5400076
835,299.3995972,315.4079895
836,292.4135971,341.1851807
837,297.7452,323.2196036
838,323.1139984,319.0799866
839,312.6455994,294.4440002
840,329.7755966,321.2259827
841,287.9996033,332.601593
842,302.4107971,329.6647949
843,296.6324005,326.0223999
844,334.509596,317.3679796
845,297.5867996,311.3519897
846,302.7203979,298.4920044
847,283.5076,331.1515836
848,302.4692,318.7640076
849,324.0356,326.5939956
850,312.6072006,280.6239929
851,309.0171967,315.7839966
852,322.273201,305.8639832
853,286.2544022,347.4179993
854,350.1643982,251.6279907
855,309.1856003,328.0444031
856,297.3483963,321.243988
857,279.1772003,350.0279846
858,304.1460037,371.9996033
859,291.987999,348.2384033
860,296.5836029,334.7587891
861,311.5884018,308.7600098
862,290.4064026,313.6640015
863,296.5792007,301.2720032
864,268.5660019,374.8352051
865,257.3633995,390.5047913
866,257.835848,389.4477476
867,253.5639992,389.7680054
868,255.8933601,401.2855835
869,256.2854385,401.973999
870,254.6160393,386.7792053
871,262.3732,377.3303836
872,259.9059601,376.8959961
873,259.975441,382.6727905
874,255.8041191,385.633606
875,257.7726402,382.9888
876,273.7636,363.2851876
877,298.932,430.7291876
878,294.3199997,430.3379822
879,309.8440018,406.194397
880,306.4660034,393.3240051
881,305.6811981,408.117981
882,299.8792038,416.1663818
883,300.3412018,418.8747864
884,311.9568024,389.871582
885,303.1424026,414.2475891
886,309.9688034,399.7335815
887,312.1376038,393.7667847
888,298.7480011,399.9768066
889,297.1712036,394.0772095
890,326.0456,411.1739836
891,309.7671967,423.6243896
892,326.9812012,409.9428101
893,322.7995987,402.4491882
894,314.2503967,415.9960022
895,321.8995972,412.7739868
896,321.1388016,414.1839905
897,319.5803149,414.8004684
898,326.2348022,404.7255859
899,303.9000015,424.8403931
900,312.7160034,419.133606
901,314.329268,418.4335116
902,309.517996,427.4540196
903,320.1559982,409.6431885
904,314.7376022,420.163208
905,316.2531967,421.4119873
906,290.1564026,366.2752075
907,144.6763992,80.45196533
908,135.1892014,80.28399658
909,148.9784012,1429.279968
910,147.8267975,1433.744019
911,135.035202,18.90802002
912,225.5265598,1412.096008
913,167.0467987,14.7119751
914,164.6800003,31.47601318
915,162.6759987,36.66796875
916,130.2636032,114.0640259
917,126.5383987,121.4119873
918,159.5215988,126.5839844
919,155.7835999,136.8800049
920,162.2528,135.2279663
921,127.680397,179.947998
922,157.3468018,131.9680176
923,153.6643982,144.8759766
924,161.1619987,138.5239868
925,159.0068016,133.039978
926,160.5275993,124.6400146
927,162.1767998,139.40802
928,184.8176003,158.59198
929,154.2223969,112.5039673
930,160.1828003,128.8640137
931,153.2511978,115.4199829
932,150.04,120.4600236
933,147.700798,155.723999
934,154.2939987,110.5319824
935,153.1084,113.6439836
936,149.2027969,1392.788025
937,135.7827988,1378.856018
938,137.8147964,1376.531982
939,136.9008026,1388.468018
940,130.9667969,1385.400024
941,134.0731964,1391.659973
942,136.8399963,1380.544006
943,137.4375992,1385.799988
944,131.941597,1384.359985
945,71.9676056,1418.676025
946,65.0411987,1423.843994
947,46.0424042,1409.635986
948,36.2875977,1400.299988
949,65.3468018,1431.419983
950,49.1455994,1403.447998
951,68.5332031,1420.835999
952,78.9488068,1415.156006
953,79.7200012,1412.64801
954,63.9656067,1416.223999
955,54.8067932,1412.391968
956,34.3504028,1392.76001
957,58.7176056,1421.976013
958,56.3811951,1419.463989
959,39.9156036,1394.463989
960,67.5632019,1424.776001
961,69.3123932,1424.291992
962,42.7888031,1404.40802
963,53.9268036,1414.987976
964,68.3175964,1427.164001
965,54.6911926,1418.727966
966,76.9268036,1416.968018
967,53.0476074,1405.83197
968,60.1511993,1419.607971
969,356.8399963,968.4211884
970,358.263596,996.3572076
971,346.023201,982.8992004
972,366.8276062,988.3468018
973,325.0831985,922.0423889
974,292.9616013,890.1343994
975,321.1411972,917.4487915
976,301.1844025,886.0451965
977,299.9375992,889.9915924
978,325.8848038,918.6996002
979,287.6044006,889.8511963
980,325.2111969,894.6055908
981,345.649652,868.6235876
982,329.751604,886.2531876
983,306.7184,876.1340036
984,318.2136,878.3283996
985,290.4456024,897.1847992
986,333.340796,904.0083916
987,338.5056,893.4703979
988,319.8303986,906.3031921
989,343.6264038,884.060791
990,289.8675995,907.9935913
991,333.4616,865.9835956
992,305.932004,881.6817636
993,346.768752,874.4341716
994,324.7944031,865.4135895
995,316.576796,871.7615956
996,341.4843979,912.4211884
997,349.737596,913.0983876
998,341.3504028,922.8199921
999,342.2248001,916.1156006
1000,345.3496017,914.5559998
1001,335.7791977,922.8463898
1002,326.1047974,935.4288025
1003,326.1279984,938.8071899
1004,323.6355972,937.6655884
1005,357.383606,908.1403961
1006,360.9835968,907.5447998
1007,351.0032043,926.9532013
1008,369.293332,917.9791076
1009,362.7568054,924.7615967
1010,328.8731995,945.0191956
1011,341.0976028,947.3123932
1012,351.5924072,956.572403
1013,367.6396027,922.2263947
1014,329.490799,932.2631989
1015,338.1567993,929.8672028
1016,373.7100067,899.4023895
1017,372.5355988,904.447998
1018,347.6195984,936.6139984
1019,344.3932037,965.6835937
1020,321.773201,961.0363922
1021,337.9028015,963.1327972
1022,346.8904037,863.4807892
1023,338.4464035,859.5803986
